0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.383148193,4.257545471,646.0588235,29.22927517,79.38720703,-0.001010237,1711.975,5.47410965,-74.66085434
0,0.378496724,4.258088143,646,29.22949219,79.38720703,0.000940394,1712,5.47410965,-74.66085434
0,0.383422852,4.255737305,646,29.22949219,79.38720703,-0.001043912,1712,5.47410965,-74.66085434
0,0.38269043,4.260214529,646,29.22949219,79.38720703,-0.001051683,1712,5.47410965,-74.66085434
0,0.379559917,4.262329102,646,29.22888184,79.38720703,0.000225361,1712,5.47410965,-74.66085434
0,0.37601594,4.265530494,646,29.22921317,79.38720703,-0.000940394,1712,5.47410965,-74.66085434
0,0.378295898,4.268920898,646,29.22949219,79.38720703,6.98E-05,1712,5.47410965,-74.66085434
0,0.378662109,4.270751953,646,29.22949219,79.38720703,-0.00062779,1712,5.47410965,-74.66085434
0,0.377929688,4.260498047,646,29.22949219,79.38720703,0,1712,5.47410965,-74.66085434
0,0.378295898,4.266723633,646,29.22949219,79.38720703,-0.000683594,1712,5.47410965,-74.66085434
0,0.378851121,4.27687122,646,29.22949219,79.38720703,-0.000455729,1712.1,5.47410965,-74.66085434
0,0.37902832,4.277709961,646,29.22949219,79.38720703,-0.000144676,1712.1,5.47410965,-74.66085434
0,0.38269043,4.283203125,646,29.22949219,79.38720703,-0.000202047,1712.1,5.47410965,-74.66085434
0,0.383789063,4.282470703,646,29.22949219,79.38720703,-0.000325521,1712.1,5.47410965,-74.66085434
0,0.382395098,4.283604776,645,29.23018973,79.38720703,-0.00101144,1712.1,5.47410965,-74.66085434
0,0.379760742,4.288330078,645,29.23046875,79.38720703,-0.000104632,1712.1,5.47410965,-74.66085434
0,0.37902832,4.287597656,645,29.23046875,79.38720703,0.00036169,1712.1,5.47410965,-74.66085434
0,0.381331905,4.280060799,645,29.23046875,79.38720703,-0.000767299,1712.1,5.47410965,-74.66085434
0,0.386352539,4.272949219,645,29.23046875,79.38720703,-0.001464844,1712.1,5.47410965,-74.66085434
0,0.389282227,4.276245117,645.4666667,29.22991071,79.38720703,0.001228579,1712.1,5.47410965,-74.66085434
0,0.387817383,4.266723633,646,29.22949219,79.38720703,-0.000180845,1712.2,5.47410965,-74.66085434
0,0.382324219,4.272216797,645.9333333,29.22949219,79.38720703,-0.000759549,1712.2,5.47410965,-74.66085434
0,0.389648438,4.280639648,645,29.23010254,79.38720703,-0.000209263,1712.2,5.47410965,-74.66085434
0,0.392944336,4.272583008,645,29.23046875,79.38720703,-0.000687211,1712.2,5.47410965,-74.66085434
0,0.391845703,4.279541016,645,29.23046875,79.38720703,0.000941685,1712.2,5.47410965,-74.66085434
0,0.395507813,4.275146484,644.8,29.23046875,79.38720703,-0.000802176,1712.2,5.47410965,-74.66085434
0,0.396606445,4.287231445,644.2666667,29.23046875,79.38720703,0.001012731,1712.2,5.47410965,-74.66085434
0,0.399169922,4.265991211,645,29.23046875,79.38720703,-0.001448006,1712.2,5.47410965,-74.66085434
0,0.395141602,4.295654297,645,29.23046875,79.38720703,0.000594429,1712.2,5.47410965,-74.66085434
0,0.396240234,4.287231445,645,29.23046875,79.38720703,-0.001313308,1712.2,5.47410965,-74.66085434
